translated_content,sentiment
I've collected a PC gaming with this processor and works very well. I use it for several months both for gaming and photo editor and it's combined to a graphic card of all respect: round which is fun! Attention for non-experts: it doesn't have the integrated graphics processor and so goes for force combined with a video card.,positive
Excellent honey quick delivery by recommending,positive
Perfect for gaming a little limited for virtualization but sinon ok,positive
"I'm happy to be an average range processor. I'm coming from the X99 (Placa Assu non-China) and I've already been able to modernise my PC with DDR5 and Pcie 5.0 so I choose by socket 1700 and chip Z790 and I'm also coming from a 5820k also of 6 kernels and 12hills like this processor but in the Benchmark that I've done I'm the truth that gives you 45% more performance due to that 5820gz also because I'd have been out of stock because it would be almost twice the power, as I had to buy almost all the components to modernize me for this because it's the processor is more balanced by its price range when it's going to something more powerful but with my 1080t is more than over.",positive
"At less than € 110, this processor is very efficient. Refroided by a Cooler Master Hyper 212 and mounted on an Assus TUF B760 Gaming D4, it does not exceed 40°.",positive
I'd say you haven't made much progress in front of my old i5 9400F. But this is very good for a basic/medium PC Gaming. It comes with a new Intel scholar of new design. I hope it's to compete with AMD and not because the temperatures are larger than those of my old 9400F. This is about seeing...,positive
I am satisfied with the product not comment,positive
Used for the exclusive use of internet browsing and multimedia file manipulation. Do your job. Not tested with games.,neutral
This processor is absolutely incredible with no doubt's... The only this you have to keep in mind that go for atheist 360 AIO for more better performance...,positive
Play Video Most powerful cpu at this price bracketed no doubt. Amazing performance.love it,positive
I'm sorry.,negative
This is my best buy so far for gambling and editing. It runs great whatever you throw. Excellent performance so far. Cinebench score is 29000 at 125 TDP. Tip: Buy only if you have very good amount of cooler.,positive
I bought this to replace my 10850k after I realized how much it was holding back my 4090. I bought an ASrock z790 PG lightning /d4 board to go with it I could use my existing DDR4 ram.,positive
"No cooler, no original package intelligent",positive
"In combination with RTX4070ti, most of the current games can be played in 4K settings.",positive
Too many flags,positive
Very good processor 13700k goes well I'm still using it after many months still working new delivery of that package of trust something expensive but I'm satisfied,positive
"This processor works well and is a solid performance upgrade from my old i7-6700K. Agreed to HWMonitor, the CPU package around 15W power consumption doing desktop tasks (web browsing / email/Office). Comparable to my i7-6700K (video card and PSU unchanged; new motherboard, ram, and hezink&fan): - System power consumption at idle and doing desktop tasks is about 5W higher than my 6700K in normal mode, or about 15W lower in “eco” mode in my motherboard’s settings - Synthetic profile) indicated 2x performance for single-core processing and 4x performance for maximum levels - Real-life encoding is",positive
